class_name,class_description,method,method_description,data_type
com.applovin.sdk.AppLovinAdService,"This class is responsible for loading and displaying advertisements.
 
 An instance of this class can be obtained from an AppLovinSdk instance via getAdService().","loadNextAd(AppLovinAdSize adSize,
          AppLovinAdLoadListener callback)","Fetch a new ad, of a given size, notifying a supplied listener on completion.",void
com.applovin.sdk.AppLovinAdService,"This class is responsible for loading and displaying advertisements.
 
 An instance of this class can be obtained from an AppLovinSdk instance via getAdService().","loadNextAdForAdToken(java.lang.String adToken,
                    AppLovinAdLoadListener callback)",Fetch a new ad for the given ad token.,void
com.applovin.sdk.AppLovinAdService,"This class is responsible for loading and displaying advertisements.
 
 An instance of this class can be obtained from an AppLovinSdk instance via getAdService().","loadNextAdForZoneId(java.lang.String zoneId,
                   AppLovinAdLoadListener callback)","Fetch a new ad, for a given zone, notifying a supplied listener on completion.",void
com.applovin.sdk.AppLovinAdService,"This class is responsible for loading and displaying advertisements.
 
 An instance of this class can be obtained from an AppLovinSdk instance via getAdService().","loadNextAdForZoneIds(java.util.List<java.lang.String> zoneIds,
                    AppLovinAdLoadListener callback)",Fetch a new ad for any of the provided zone ids.,void
com.applovin.sdk.AppLovinAdService,"This class is responsible for loading and displaying advertisements.
 
 An instance of this class can be obtained from an AppLovinSdk instance via getAdService().",preloadAd(AppLovinAdSize adSize),"Deprecated. 
Manually preloading ads in the background has been deprecated and will be removed in a future SDK version. Please use loadNextAd(AppLovinAdSize, AppLovinAdLoadListener) to load ads to display.
",void
com.applovin.sdk.AppLovinAdService,"This class is responsible for loading and displaying advertisements.
 
 An instance of this class can be obtained from an AppLovinSdk instance via getAdService().",preloadAdForZoneId(java.lang.String zoneId),"Deprecated. 
Manually preloading ads in the background has been deprecated and will be removed in a future SDK version. Please use loadNextAdForZoneId(String, AppLovinAdLoadListener) to load ads to display.
",void
com.applovin.sdk.AppLovinAdService,"This class is responsible for loading and displaying advertisements.
 
 An instance of this class can be obtained from an AppLovinSdk instance via getAdService().","removeAdUpdateListener(AppLovinAdUpdateListener adListener,
                      AppLovinAdSize adSize)","Deprecated. 
Listening to ad updates has been deprecated. The AppLovinAdView class for banners, leaderboards, and mrecs no longer automatically refresh contents by itself.
 You must explicitly call AppLovinAdView.loadNextAd() or AppLovinAdView.renderAd(AppLovinAd). This method will be removed in a future SDK version.
",void
com.applovin.sdk.AppLovinAdSize,"This class defines a size of an ad to be displayed. It is recommended to use default sizes that are declared in this class (BANNER, MREC, INTERSTITIAL)",allSizes(),Obtain a set of all available Ad Sizes.,static java.util.Set<AppLovinAdSize>
com.applovin.sdk.AppLovinAdSize,"This class defines a size of an ad to be displayed. It is recommended to use default sizes that are declared in this class (BANNER, MREC, INTERSTITIAL)",fromString(java.lang.String sizeName),Create a size object from a string representation,static AppLovinAdSize
com.applovin.sdk.AppLovinAdSize,"This class defines a size of an ad to be displayed. It is recommended to use default sizes that are declared in this class (BANNER, MREC, INTERSTITIAL)",getHeight(),Get requested ad height,int
com.applovin.sdk.AppLovinAdSize,"This class defines a size of an ad to be displayed. It is recommended to use default sizes that are declared in this class (BANNER, MREC, INTERSTITIAL)",getLabel(),Get a name of the ad size,java.lang.String
com.applovin.sdk.AppLovinAdSize,"This class defines a size of an ad to be displayed. It is recommended to use default sizes that are declared in this class (BANNER, MREC, INTERSTITIAL)",getWidth(),Get requested ad width,int
com.applovin.sdk.AppLovinAdSize,"This class defines a size of an ad to be displayed. It is recommended to use default sizes that are declared in this class (BANNER, MREC, INTERSTITIAL)",toString(),Simply calls getLabel().,java.lang.String
com.applovin.sdk.AppLovinAdType,This class defines a categorization of the behavior of an ad.,allTypes(),Obtain a set of all available Ad Types.,static java.util.Set<AppLovinAdType>
com.applovin.sdk.AppLovinAdType,This class defines a categorization of the behavior of an ad.,fromString(java.lang.String type),N/A,static AppLovinAdType
com.applovin.sdk.AppLovinAdType,This class defines a categorization of the behavior of an ad.,getLabel(),Generate a String which contains the name of this ad type.,java.lang.String
com.applovin.sdk.AppLovinAdType,This class defines a categorization of the behavior of an ad.,toString(),Simply calls getLabel().,java.lang.String
com.applovin.sdk.AppLovinAdVideoPlaybackListener,"This interface defines a listener to ad video playback state. All registered listeners will be notified when a video ad changes to a relevant state. If a given ad is not a video ad, no video callbacks will be triggered.",videoPlaybackBegan(AppLovinAd ad),Triggered when a video begins playing in a video advertisement.,void
com.applovin.sdk.AppLovinAdVideoPlaybackListener,"This interface defines a listener to ad video playback state. All registered listeners will be notified when a video ad changes to a relevant state. If a given ad is not a video ad, no video callbacks will be triggered.","videoPlaybackEnded(AppLovinAd ad,
                  double percentViewed,
                  boolean fullyWatched)",Triggered when a video stops playing in a video advertisement.,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,destroy(),Destroy current ad.,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,getAdViewController(),"Deprecated. 
- This is for internal use only and will be removed in a later SDK version.
",AdViewController
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,getSize(),Get current ad view size.,AppLovinAdSize
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,getZoneId(),"The zone identifier this AppLovinAdView was initialized with and is loading ads for, if any.",java.lang.String
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,isAdReadyToDisplay(),"Deprecated. 
Checking whether an ad is ready for display has been deprecated and will be removed in a future SDK version. Please use one of the loadNextAd(...) methods in AppLovinAdService or renderAd(AppLovinAd) to display an ad.
",boolean
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,loadNextAd(),Loads AND displays an ad into the view.,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,onAttachedToWindow(),This should only be called by the Android system and not the developer.,protected void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,onDetachedFromWindow(),This should only be called by the Android system and not the developer.,protected void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,pause(),Pause all animations and clear current ad,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,renderAd(AppLovinAd ad),Render specified ad.,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,"renderAd(AppLovinAd ad,
        java.lang.String placement)","Deprecated. 
Placements have been deprecated and will be removed in a future SDK version. Please configure zones from the UI and use them instead.
",void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,resume(),Resume all animations and the current ad,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,setAdClickListener(AppLovinAdClickListener callback),Set a callback that would be notified of ad click events.,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,setAdDisplayListener(AppLovinAdDisplayListener callback),Set a callback that would be notified of ad display events.,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,setAdLoadListener(AppLovinAdLoadListener callback),Set a callback that would be notified of ad loading events.,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,setAdViewEventListener(AppLovinAdViewEventListener callback),Set a callback that would be notified of events specific to this ad view.,void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,setAutoDestroy(boolean isAutoDestroy),"Deprecated. 
isAutoDestroy is now by default false. This method will be removed in a future SDK version.
",void
com.applovin.adview.AppLovinAdView,This class provides a subclass of android.view.View which is used to render AppLovin advertisements.,toString(),N/A,java.lang.String
com.applovin.adview.AppLovinAdViewDisplayErrorCode,"This enum contains possible error codes that should be returned when the ad view fails to display an ad.
 
 Created by thomasso on 7/5/17.",valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static AppLovinAdViewDisplayErrorCode
com.applovin.adview.AppLovinAdViewDisplayErrorCode,"This enum contains possible error codes that should be returned when the ad view fails to display an ad.
 
 Created by thomasso on 7/5/17.",values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static AppLovinAdViewDisplayErrorCode[]
com.applovin.adview.AppLovinAdViewEventListener,"This interface defines a listener for ad view events.
 
 Created by thomasso on 6/25/17.
 ","adClosedFullscreen(AppLovinAd ad,
                  AppLovinAdView adView)",This method is invoked after the fullscreen content is dismissed.,void
com.applovin.adview.AppLovinAdViewEventListener,"This interface defines a listener for ad view events.
 
 Created by thomasso on 6/25/17.
 ","adFailedToDisplay(AppLovinAd ad,
                 AppLovinAdView adView,
                 AppLovinAdViewDisplayErrorCode code)",This method is invoked if the ad view fails to display an ad.,void
com.applovin.adview.AppLovinAdViewEventListener,"This interface defines a listener for ad view events.
 
 Created by thomasso on 6/25/17.
 ","adLeftApplication(AppLovinAd ad,
                 AppLovinAdView adView)",This method is invoked before the user is taken out of the application after a click.,void
com.applovin.adview.AppLovinAdViewEventListener,"This interface defines a listener for ad view events.
 
 Created by thomasso on 6/25/17.
 ","adOpenedFullscreen(AppLovinAd ad,
                  AppLovinAdView adView)",This method is invoked after the ad view presents fullscreen content.,void
com.applovin.communicator.AppLovinCommunicator,"Created by Thomas So on July 22 2019
 
 The communicator SDK acts as a hub for all SDK pub/sub communication.",a(CoreSdk sdk),N/A,void
com.applovin.communicator.AppLovinCommunicator,"Created by Thomas So on July 22 2019
 
 The communicator SDK acts as a hub for all SDK pub/sub communication.",getInstance(android.content.Context context),Returns the default communicator instance.,static AppLovinCommunicator
com.applovin.communicator.AppLovinCommunicator,"Created by Thomas So on July 22 2019
 
 The communicator SDK acts as a hub for all SDK pub/sub communication.",getMessagingService(),The messaging service for the communicator SDK responsible for relaying messages within the system.,AppLovinCommunicatorMessagingService
com.applovin.communicator.AppLovinCommunicator,"Created by Thomas So on July 22 2019
 
 The communicator SDK acts as a hub for all SDK pub/sub communication.","subscribe(AppLovinCommunicatorSubscriber subscriber,
         java.util.List<java.lang.String> topics)",Add the provided AppLovinCommunicatorSubscriber to the set of subscribers for the given topics.,void
com.applovin.communicator.AppLovinCommunicator,"Created by Thomas So on July 22 2019
 
 The communicator SDK acts as a hub for all SDK pub/sub communication.","subscribe(AppLovinCommunicatorSubscriber subscriber,
         java.lang.String topic)",Add the provided AppLovinCommunicatorSubscriber to the set of subscribers for a given topic.,void
com.applovin.communicator.AppLovinCommunicator,"Created by Thomas So on July 22 2019
 
 The communicator SDK acts as a hub for all SDK pub/sub communication.",toString(),N/A,java.lang.String
com.applovin.communicator.AppLovinCommunicator,"Created by Thomas So on July 22 2019
 
 The communicator SDK acts as a hub for all SDK pub/sub communication.","unsubscribe(AppLovinCommunicatorSubscriber subscriber,
           java.util.List<java.lang.String> topics)",Remove the provided AppLovinCommunicatorSubscriber from the set of subscribers for the given topics.,void
com.applovin.communicator.AppLovinCommunicator,"Created by Thomas So on July 22 2019
 
 The communicator SDK acts as a hub for all SDK pub/sub communication.","unsubscribe(AppLovinCommunicatorSubscriber subscriber,
           java.lang.String topic)",Remove the provided AppLovinCommunicatorSubscriber from the set of subscribers for a given topic.,void
com.applovin.communicator.AppLovinCommunicatorEntity,Created by Thomas So on July 22 2019,getCommunicatorId(),Unique identifier representing the entity (publisher or subscriber) in the AppLovin pub/sub system.,java.lang.String
com.applovin.communicator.AppLovinCommunicatorMessage,"Created by Thomas So on July 22 2019
 
 Class representing messages passed in the Communicator SDK.",getMessageData(),Get the raw data of the message.,android.os.Bundle
com.applovin.communicator.AppLovinCommunicatorMessage,"Created by Thomas So on July 22 2019
 
 Class representing messages passed in the Communicator SDK.",getPublisherId(),Get the id of the publisher of the message.,java.lang.String
com.applovin.communicator.AppLovinCommunicatorMessage,"Created by Thomas So on July 22 2019
 
 Class representing messages passed in the Communicator SDK.",getTopic(),Get the topic of the message.,java.lang.String
com.applovin.communicator.AppLovinCommunicatorMessagingService,Created by Thomas So on July 22 2019,publish(AppLovinCommunicatorMessage message),Publish the given message to the pub/sub system.,void
com.applovin.communicator.AppLovinCommunicatorPublisher,"Created by Thomas So on July 22 2019
 
 Interface representing a publisher in the AppLovin pub/sub system.",N/A,N/A,N/A
com.applovin.communicator.AppLovinCommunicatorSubscriber,"Created by Thomas So on July 22 2019
 
 Interface that subscribers in the AppLovin pub-sub system should conform to in order to receive messages from subscribed topics.",onMessageReceived(AppLovinCommunicatorMessage message),Called when a message of a topic the subscriber is interested in has been received.,void
com.applovin.sdk.AppLovinErrorCodes,This class contains a set of common integer error codes seen in the SDK.,N/A,N/A,N/A
com.applovin.sdk.AppLovinEventParameters,"Class containing constants for use with AppLovinEventService.trackEvent(String, Map).",N/A,N/A,N/A
com.applovin.sdk.AppLovinEventService,Service used for tracking various analytical events.,getSuperProperties(),Returns a map representing the currently set super properties that are passed up on events.,"java.util.Map<java.lang.String,java.lang.Object>"
com.applovin.sdk.AppLovinEventService,Service used for tracking various analytical events.,"setSuperProperty(java.lang.Object superProperty,
                java.lang.String key)",Set a super property to be recorded with all future events.,void
com.applovin.sdk.AppLovinEventService,Service used for tracking various analytical events.,"trackCheckout(java.lang.String transactionId,
             java.util.Map<java.lang.String,java.lang.String> parameters)",Track a checkout / standard purchase.,void
com.applovin.sdk.AppLovinEventService,Service used for tracking various analytical events.,trackEvent(java.lang.String eventName),Track an event without additional data.,void
com.applovin.sdk.AppLovinEventService,Service used for tracking various analytical events.,"trackEvent(java.lang.String eventName,
          java.util.Map<java.lang.String,java.lang.String> parameters)",Track an event with additional data.,void
com.applovin.sdk.AppLovinEventService,Service used for tracking various analytical events.,"trackInAppPurchase(android.content.Intent purchaseIntent,
                  java.util.Map<java.lang.String,java.lang.String> parameters)",Track an in app purchase.,void
com.applovin.sdk.AppLovinEventTypes,"Class containing constants for use with AppLovinEventService.trackEvent(String, Map).",N/A,N/A,N/A
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",dismiss(),N/A,void
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",onBackPressed(),N/A,void
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",onConfigurationChanged(android.content.res.Configuration newConfig),N/A,void
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",onCreate(android.os.Bundle savedInstanceState),N/A,protected void
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",onDestroy(),N/A,protected void
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter","onKeyDown(int keyCode,
         android.view.KeyEvent event)",N/A,boolean
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",onLowMemory(),N/A,void
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",onPause(),N/A,protected void
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",onResume(),N/A,protected void
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",onStop(),N/A,protected void
com.applovin.adview.AppLovinFullscreenActivity,"Created by Thomas So on November 14 2019
 
 AppLovin's new state-of-the-art Activity for displaying various types of fullscreen ads.
 Presenters for a few of the currently available ads include:
 
 1. FullscreenVideoAdPresenter
 2. FullscreenGraphicAdPresenter
 3. FullscreenWebAdPresenter",onWindowFocusChanged(boolean hasFocus),N/A,void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,create(AppLovinSdk sdk),Create a new instance of AppLovinIncentivizedInterstitial.,static AppLovinIncentivizedInterstitial
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,create(android.content.Context context),Create a new instance of AppLovinIncentivizedInterstitial.,static AppLovinIncentivizedInterstitial
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,"create(java.lang.String zoneId,
      AppLovinSdk sdk)",Create a new instance of AppLovinIncentivizedInterstitial.,static AppLovinIncentivizedInterstitial
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,"createIncentivizedAdController(java.lang.String zoneId,
                              AppLovinSdk sdk)",Create a new controller that would load and render this ad.,protected IncentivizedAdController
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,dismiss(),"Deprecated. 
Explicitly dismissing an ad has been deprecated and will be removed in a future SDK version.
",void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,getUserIdentifier(),"Deprecated. 
Please use AppLovinSdk.getUserIdentifier() instead to properly identify your users in our system. This property is now deprecated and will be removed in a future SDK version.
",java.lang.String
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,getZoneId(),"The zone identifier this incentivized ad was initialized with and is loading ads for, if any.",java.lang.String
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,isAdReadyToDisplay(),Check if an ad is currently ready on this object.,boolean
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,preload(AppLovinAdLoadListener adLoadListener),Pre-load an incentivized interstitial.,void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,setUserIdentifier(java.lang.String userIdentifier),"Deprecated. 
Please use AppLovinSdk.setUserIdentifier(String) instead to properly identify your users in our system. This property is now deprecated and will be removed in a future SDK version.
",void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,"show(AppLovinAd ad,
    android.content.Context context,
    AppLovinAdRewardListener adRewardListener,
    AppLovinAdVideoPlaybackListener videoPlaybackListener,
    AppLovinAdDisplayListener adDisplayListener,
    AppLovinAdClickListener adClickListener)",Show a pre-loaded incentivized interstitial.,void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,show(android.content.Context context),Show a pre-loaded incentivized interstitial.,void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,"show(android.content.Context context,
    AppLovinAdRewardListener adRewardListener)",Show a pre-loaded incentivized interstitial.,void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,"show(android.content.Context context,
    AppLovinAdRewardListener adRewardListener,
    AppLovinAdVideoPlaybackListener videoPlaybackListener)",Show a pre-loaded incentivized interstitial.,void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,"show(android.content.Context context,
    AppLovinAdRewardListener adRewardListener,
    AppLovinAdVideoPlaybackListener videoPlaybackListener,
    AppLovinAdDisplayListener adDisplayListener)",Show a pre-loaded incentivized interstitial.,void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,"show(android.content.Context context,
    AppLovinAdRewardListener adRewardListener,
    AppLovinAdVideoPlaybackListener videoPlaybackListener,
    AppLovinAdDisplayListener adDisplayListener,
    AppLovinAdClickListener adClickListener)",Show a pre-loaded incentivized interstitial.,void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,"show(android.content.Context context,
    java.lang.String placement,
    AppLovinAdRewardListener adRewardListener,
    AppLovinAdVideoPlaybackListener videoPlaybackListener,
    AppLovinAdDisplayListener adDisplayListener,
    AppLovinAdClickListener adClickListener)","Deprecated. 
Placements have been deprecated and will be removed in a future SDK version. Please configure zones from the UI and use them instead.
",void
com.applovin.adview.AppLovinIncentivizedInterstitial,This class implements rewarded videos..,toString(),N/A,java.lang.String
com.applovin.adview.AppLovinInterstitialAd,This class represents an interstitial ad that is rendered on top of the current activity.,"create(AppLovinSdk sdk,
      android.content.Context context)",Create a new interstitial dialog that can be shown to the user.,static AppLovinInterstitialAdDialog
com.applovin.adview.AppLovinInterstitialAd,This class represents an interstitial ad that is rendered on top of the current activity.,isAdReadyToDisplay(android.content.Context context),"Deprecated. 
Checking whether an ad is ready for display has been deprecated and will be removed in a future SDK version. Please use show(Context), or create an instance of AppLovinInterstitialAdDialog and use AppLovinInterstitialAdDialog.show() or AppLovinInterstitialAdDialog.showAndRender(AppLovinAd) to display an ad.
",static boolean
