class_name,class_description,method,method_description,data_type
sqip.CardDetails,Represents the result of a successful operation to process card payment information.,getNonce(),A one-time-use payment token that is used with the Transactions APIto charge the card or theCustomers API to store a Card on File.,java.lang.String
sqip.CardEntry,Lets the application collect card information from the customer.,"handleActivityResult(Intent intent,                    Callback<sqip.CardEntryActivityResult> callback)",Use this function to handle results of the card entry activity. This function should be calledfrom Activity.onActivityResult with the provided data parameter.callback will be called immediately with the result of the card entry activity.,void
sqip.CardEntry,Lets the application collect card information from the customer.,setCardNonceBackgroundHandler(CardNonceBackgroundHandler handler),"Sets an optional handler that will be called from a background thread with the card result,before the card entry activity finishes. This allows the application to perform additionalwork such as attempting to charge the card and offers the ability to retry(for instance in case of a network error).",void
sqip.CardEntry,Lets the application collect card information from the customer.,"startCardEntryActivity(Activity activity,                      boolean collectPostalCode,                      int requestCode)",Starts an activity that lets the application collect card information from the customer.,void
sqip.CardEntryActivityCommand,Commands that determine the behavior of the Square card entry activity after the completion ofa interface CardNonceBackgroundHandler.,N/A,N/A,N/A
sqip.CardEntryActivityCommand.Finish,Finish the card entry activity with class CardEntryActivityResult.Success.,N/A,N/A,N/A
sqip.CardEntryActivityCommand.ShowError,"Display message in an error dialog to the customer, and allow the customer to edit their cardinformation and re-submit.",component1(),N/A,java.lang.CharSequence
sqip.CardEntryActivityCommand.ShowError,"Display message in an error dialog to the customer, and allow the customer to edit their cardinformation and re-submit.",copy(java.lang.CharSequence message),"Display message in an error dialog to the customer, and allow the customer to edit their cardinformation and re-submit.",CardEntryActivityCommand.ShowError
sqip.CardEntryActivityCommand.ShowError,"Display message in an error dialog to the customer, and allow the customer to edit their cardinformation and re-submit.",equals(java.lang.Object p),N/A,boolean
sqip.CardEntryActivityCommand.ShowError,"Display message in an error dialog to the customer, and allow the customer to edit their cardinformation and re-submit.",getMessage(),N/A,java.lang.CharSequence
sqip.CardEntryActivityCommand.ShowError,"Display message in an error dialog to the customer, and allow the customer to edit their cardinformation and re-submit.",hashCode(),N/A,int
sqip.CardEntryActivityCommand.ShowError,"Display message in an error dialog to the customer, and allow the customer to edit their cardinformation and re-submit.",toString(),N/A,java.lang.String
sqip.CardEntryActivityResult,"Represents the result of a card entry activity. The result will be an instance of class CardEntryActivityResult.Success ifthe request is successful, or class CardEntryActivityResult.Canceled if the customer cancels the request.",getSuccessValue(),N/A,CardEntryActivityResult.Success
sqip.CardEntryActivityResult,"Represents the result of a card entry activity. The result will be an instance of class CardEntryActivityResult.Success ifthe request is successful, or class CardEntryActivityResult.Canceled if the customer cancels the request.",isCanceled(),True if the customer cancels the Square card entry activity before a card is successfullyentered.,boolean
sqip.CardEntryActivityResult,"Represents the result of a card entry activity. The result will be an instance of class CardEntryActivityResult.Success ifthe request is successful, or class CardEntryActivityResult.Canceled if the customer cancels the request.",isSuccess(),True if card entry is successful.See CardEntryActivityResult.getSuccessValue for the result.,boolean
sqip.CardEntryActivityResult.Canceled,The result when the customer cancels the Square card entry activity before a card issuccessfully entered.,N/A,N/A,N/A
sqip.CardEntryActivityResult.Success,Represents the result of a successful operation to process card payment information. Containsthe card nonce and additional class Card details.,component1(),A one-time-use payment token that is used with the Transactions API,java.lang.String
sqip.CardEntryActivityResult.Success,Represents the result of a successful operation to process card payment information. Containsthe card nonce and additional class Card details.,component2(),The payment card.,Card
sqip.CardEntryActivityResult.Success,Represents the result of a successful operation to process card payment information. Containsthe card nonce and additional class Card details.,"copy(java.lang.String nonce,    Card card)",Represents the result of a successful operation to process card payment information. Containsthe card nonce and additional class Card details.,CardEntryActivityResult.Success
sqip.CardEntryActivityResult.Success,Represents the result of a successful operation to process card payment information. Containsthe card nonce and additional class Card details.,equals(java.lang.Object p),N/A,boolean
sqip.CardEntryActivityResult.Success,Represents the result of a successful operation to process card payment information. Containsthe card nonce and additional class Card details.,getCard(),The payment card.,Card
sqip.CardEntryActivityResult.Success,Represents the result of a successful operation to process card payment information. Containsthe card nonce and additional class Card details.,getNonce(),A one-time-use payment token that is used with the Transactions API,java.lang.String
sqip.CardEntryActivityResult.Success,Represents the result of a successful operation to process card payment information. Containsthe card nonce and additional class Card details.,hashCode(),N/A,int
sqip.CardEntryActivityResult.Success,Represents the result of a successful operation to process card payment information. Containsthe card nonce and additional class Card details.,toString(),N/A,java.lang.String
sqip.CardNonceBackgroundHandler,"A callback invoked on a background thread after the customer successfully enters their cardinformation and before the card entry activity finishes. This lets the application performadditional work using the card information, such as as charging the card.If your server successfully processes the card, CardNonceBackgroundHandler.handleEnteredCardInBackground should returnclass CardEntryActivityCommand.Finish to finish the card entry activity.If your server encounters an error while processing the card, CardNonceBackgroundHandler.handleEnteredCardInBackgroundshould return class CardEntryActivityCommand.ShowError. The error will be displayed and the customerwill have an opportunity to edit their card information and re-submit.",handleEnteredCardInBackground(CardDetails cardDetails),N/A,CardEntryActivityCommand
sqip.Contact,"This represents the required given name field and optional fields that can be passed in as part of the verification process.The more fields you supply, the greater the chance the verification will be successful.",getAddress_lines(),N/A,java.util.List<java.lang.String>
sqip.Contact,"This represents the required given name field and optional fields that can be passed in as part of the verification process.The more fields you supply, the greater the chance the verification will be successful.",getCity(),The contact address city name,java.lang.String
sqip.Contact,"This represents the required given name field and optional fields that can be passed in as part of the verification process.The more fields you supply, the greater the chance the verification will be successful.",getCountry_code(),N/A,Country
sqip.Contact,"This represents the required given name field and optional fields that can be passed in as part of the verification process.The more fields you supply, the greater the chance the verification will be successful.",getEmail(),Email address of the contact.,java.lang.String
sqip.Contact,"This represents the required given name field and optional fields that can be passed in as part of the verification process.The more fields you supply, the greater the chance the verification will be successful.",getFamily_name(),N/A,java.lang.String
sqip.Contact,"This represents the required given name field and optional fields that can be passed in as part of the verification process.The more fields you supply, the greater the chance the verification will be successful.",getGiven_name(),N/A,java.lang.String
sqip.Contact,"This represents the required given name field and optional fields that can be passed in as part of the verification process.The more fields you supply, the greater the chance the verification will be successful.",getPhone(),the telephone number of the contact,java.lang.String
sqip.Contact,"This represents the required given name field and optional fields that can be passed in as part of the verification process.The more fields you supply, the greater the chance the verification will be successful.",getPostal_code(),N/A,java.lang.String
sqip.Contact,"This represents the required given name field and optional fields that can be passed in as part of the verification process.The more fields you supply, the greater the chance the verification will be successful.",getRegion(),The applicable administrative region,java.lang.String
sqip.Contact.Builder,N/A,addressLines(java.util.List<java.lang.String> addressLines),N/A,java.util.List<java.lang.String
sqip.Contact.Builder,N/A,build(java.lang.String given_name),N/A,Contact
sqip.Contact.Builder,N/A,city(java.lang.String city),N/A,java.lang.String
sqip.Contact.Builder,N/A,countryCode(Country countryCode),N/A,Country 
sqip.Contact.Builder,N/A,email(java.lang.String email),N/A,java.lang.String
sqip.Contact.Builder,N/A,familyName(java.lang.String familyName),N/A,java.lang.String
sqip.Contact.Builder,N/A,phone(java.lang.String phone),N/A,java.lang.String
sqip.Contact.Builder,N/A,postalCode(java.lang.String postalCode),N/A,java.lang.String
sqip.Contact.Builder,N/A,region(java.lang.String region),N/A,java.lang.String
sqip.Country,"Indicates the country associated with an entity, such as a business.Values are in ISO 3166-1-alpha-2 format.",getCode(),N/A,java.lang.String
sqip.Currency,Indicates the associated currency for a money amount . Values correspond to ISO 4217.,getCode(),N/A,java.lang.String
sqip.Error.Code,Possible error codes that can be returned as a result of attempting to verify a card nonce.,N/A,N/A,N/A
sqip.Error.Code,Possible error codes that can be returned as a result of attempting to verify a card nonce.,N/A,N/A,N/A
sqip.GooglePay,Lets the application retrieve a card nonce using a Google Pay token.,createIsReadyToPayRequest(),Creates an IsReadyToPayRequest instance with Square-supported card networks and paymentmethods configured.,IsReadyToPayRequest
sqip.GooglePay,Lets the application retrieve a card nonce using a Google Pay token.,"createPaymentDataRequest(java.lang.String squareLocationId,                        TransactionInfo transactionInfo)",Creates a PaymentDataRequest instance configured for the Square payment gateway.,PaymentDataRequest
sqip.GooglePay,Lets the application retrieve a card nonce using a Google Pay token.,requestGooglePayNonce(java.lang.String googlePayToken),Creates a interface Call that requests a card nonce from a Google Pay token.,Call<sqip.GooglePayNonceResult>
sqip.GooglePayNonceResult,Represents the result of a GooglePay.requestGooglePayNonce operation. The result will be aninstance of class GooglePayNonceResult.Success if the operation is successful or class GooglePayNonceResult.Error if the operation failed.,getErrorValue(),The result of an erroneous GooglePay.requestGooglePayNonce operation.,GooglePayNonceResult.Error
sqip.GooglePayNonceResult,Represents the result of a GooglePay.requestGooglePayNonce operation. The result will be aninstance of class GooglePayNonceResult.Success if the operation is successful or class GooglePayNonceResult.Error if the operation failed.,getSuccessValue(),The result of a successful GooglePay.requestGooglePayNonce operation.,GooglePayNonceResult.Success
sqip.GooglePayNonceResult,Represents the result of a GooglePay.requestGooglePayNonce operation. The result will be aninstance of class GooglePayNonceResult.Success if the operation is successful or class GooglePayNonceResult.Error if the operation failed.,isError(),True if the GooglePay.requestGooglePayNonce operation resulted in an error.,boolean
sqip.GooglePayNonceResult,Represents the result of a GooglePay.requestGooglePayNonce operation. The result will be aninstance of class GooglePayNonceResult.Success if the operation is successful or class GooglePayNonceResult.Error if the operation failed.,isSuccess(),True if the GooglePay.requestGooglePayNonce operation was successful.See GooglePayNonceResult.getSuccessValue for the result.,boolean
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,component1(),The error code.,Error.Code
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,component2(),A displayable message that summarizes the possible cause of the error.,java.lang.String
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,component3(),A more detailed error code for troubleshooting.,java.lang.String
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,component4(),A human-readable message containing additional debug,java.lang.String
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,"copy(Error.Code code,    java.lang.String message,    java.lang.String debugCode,    java.lang.String debugMessage)",Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,GooglePayNonceResult.Error
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,equals(java.lang.Object p),N/A,boolean
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,getCode(),The error code.,Error.Code
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,getDebugCode(),A more detailed error code for troubleshooting.,java.lang.String
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,getDebugMessage(),A human-readable message containing additional debug,java.lang.String
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,getMessage(),A displayable message that summarizes the possible cause of the error.,java.lang.String
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,hashCode(),N/A,int
sqip.GooglePayNonceResult.Error,Represents the result of an unsuccessful GooglePay.requestGooglePayNonce operation.,toString(),N/A,java.lang.String
sqip.GooglePayNonceResult.Success,Represents the result of a successful GooglePay.requestGooglePayNonce operation. Containsthe card nonce and additional class Card details.,component1(),A one-time-use payment token that is used with the Transactions API,java.lang.String
sqip.GooglePayNonceResult.Success,Represents the result of a successful GooglePay.requestGooglePayNonce operation. Containsthe card nonce and additional class Card details.,component2(),The payment card.,Card
sqip.GooglePayNonceResult.Success,Represents the result of a successful GooglePay.requestGooglePayNonce operation. Containsthe card nonce and additional class Card details.,"copy(java.lang.String nonce,    Card card)",Represents the result of a successful GooglePay.requestGooglePayNonce operation. Containsthe card nonce and additional class Card details.,GooglePayNonceResult.Success
sqip.GooglePayNonceResult.Success,Represents the result of a successful GooglePay.requestGooglePayNonce operation. Containsthe card nonce and additional class Card details.,equals(java.lang.Object p),N/A,boolean
sqip.GooglePayNonceResult.Success,Represents the result of a successful GooglePay.requestGooglePayNonce operation. Containsthe card nonce and additional class Card details.,getCard(),The payment card.,Card
sqip.GooglePayNonceResult.Success,Represents the result of a successful GooglePay.requestGooglePayNonce operation. Containsthe card nonce and additional class Card details.,getNonce(),A one-time-use payment token that is used with the Transactions API,java.lang.String
sqip.GooglePayNonceResult.Success,Represents the result of a successful GooglePay.requestGooglePayNonce operation. Containsthe card nonce and additional class Card details.,hashCode(),N/A,int
sqip.GooglePayNonceResult.Success,Represents the result of a successful GooglePay.requestGooglePayNonce operation. Containsthe card nonce and additional class Card details.,toString(),N/A,java.lang.String
sqip.InAppPaymentsSdk,Lets the application read and write the Square application ID via the InAppPaymentsSdk.getSquareApplicationIdproperty. You can also specify the application ID at build time in the AndroidManifest.xml:,getSquareApplicationId(),N/A,java.lang.String
sqip.InAppPaymentsSdk,Lets the application read and write the Square application ID via the InAppPaymentsSdk.getSquareApplicationIdproperty. You can also specify the application ID at build time in the AndroidManifest.xml:,setSquareApplicationId(java.lang.String p),N/A,void
sqip.KotlinExtensions,Asynchronously send the request and notify callback of the result.,"enqueue(Call<T> $receiver,       Function1<? super T,Unit> callback)",Asynchronously send the request and notify callback of the result.,static <T> void
sqip.KotlinExtensions,Asynchronously send the request and notify callback of the result.,"handleActivityResult(CardEntry $receiver,                    Intent intent,                    Function1<? super sqip.CardEntryActivityResult,Unit> callback)",N/A,static void
sqip.KotlinExtensions,Asynchronously send the request and notify callback of the result.,"setCardNonceBackgroundHandler(CardEntry $receiver,                             Function1<? super sqip.CardDetails,? extends sqip.CardEntryActivityCommand> handler)","Adds a callback to handle the result of the card entry prior to finishing the card entry activity.This allows the application to perform additional work such as saving the card to a server,and offers the ability to retry by returning class CardEntryActivityCommand.ShowError (for instance in case of a network error).",static void
sqip.KotlinExtensionsKt,N/A,"handleActivityResult(BuyerVerification $receiver,                    Intent intent,                    Function1<? super sqip.BuyerVerificationResult,Unit> callback)",N/A,static void
sqip.Money,Amount to charge the card payment source ID in the specified currencyCode,component1(),Amount of money that will be charged,int
sqip.Money,Amount to charge the card payment source ID in the specified currencyCode,component2(),The currency type the paymentSourceId will be charged in.,Currency
sqip.Money,Amount to charge the card payment source ID in the specified currencyCode,"copy(int amount,    Currency currencyCode)",Amount to charge the card payment source ID in the specified currencyCode,Money
sqip.Money,Amount to charge the card payment source ID in the specified currencyCode,equals(java.lang.Object p),N/A,boolean
sqip.Money,Amount to charge the card payment source ID in the specified currencyCode,getAmount(),Amount of money that will be charged,int
sqip.Money,Amount to charge the card payment source ID in the specified currencyCode,getCurrencyCode(),The currency type the paymentSourceId will be charged in.,Currency
sqip.Money,Amount to charge the card payment source ID in the specified currencyCode,hashCode(),N/A,int
sqip.Money,Amount to charge the card payment source ID in the specified currencyCode,toString(),N/A,java.lang.String
sqip.SquareIdentifier,N/A,N/A,N/A,N/A
sqip.SquareIdentifier.LocationToken,N/A,component1(),N/A,java.lang.String
sqip.SquareIdentifier.LocationToken,N/A,copy(java.lang.String tokenId),N/A,SquareIdentifier.LocationToken
sqip.SquareIdentifier.LocationToken,N/A,equals(java.lang.Object p),N/A,boolean
sqip.SquareIdentifier.LocationToken,N/A,getTokenId(),N/A,java.lang.String
sqip.SquareIdentifier.LocationToken,N/A,hashCode(),N/A,int
sqip.SquareIdentifier.LocationToken,N/A,toString(),N/A,java.lang.String
sqip.VerificationParameters,N/A,component1(),N/A,java.lang.String
sqip.VerificationParameters,N/A,component2(),N/A,BuyerAction
sqip.VerificationParameters,N/A,component3(),N/A,SquareIdentifier
sqip.VerificationParameters,N/A,component4(),N/A,Contact
sqip.VerificationParameters,N/A,"copy(java.lang.String paymentSourceId,    BuyerAction action,    SquareIdentifier squareIdentifier,    Contact contact)",N/A,VerificationParameters
sqip.VerificationParameters,N/A,equals(java.lang.Object p),N/A,boolean
sqip.VerificationParameters,N/A,getAction(),N/A,BuyerAction
sqip.VerificationParameters,N/A,getContact(),N/A,Contact
sqip.VerificationParameters,N/A,getPaymentSourceId(),N/A,java.lang.String
sqip.VerificationParameters,N/A,getSquareIdentifier(),N/A,SquareIdentifier
sqip.VerificationParameters,N/A,hashCode(),N/A,int
sqip.VerificationParameters,N/A,toString(),N/A,java.lang.String
com.squareup.sdk.pos.ChargeRequest,"Represents the details of a transaction to initiate with the Point of Sale API. After building a ChargeRequest instance with Builder#Builder(int, CurrencyCode), pass it to the PosClient.createChargeIntent(ChargeRequest) method to initiate the transaction.",equals(java.lang.Object o),N/A,boolean
com.squareup.sdk.pos.ChargeRequest,"Represents the details of a transaction to initiate with the Point of Sale API. After building a ChargeRequest instance with Builder#Builder(int, CurrencyCode), pass it to the PosClient.createChargeIntent(ChargeRequest) method to initiate the transaction.",hashCode(),N/A,int
com.squareup.sdk.pos.ChargeRequest,"Represents the details of a transaction to initiate with the Point of Sale API. After building a ChargeRequest instance with Builder#Builder(int, CurrencyCode), pass it to the PosClient.createChargeIntent(ChargeRequest) method to initiate the transaction.",newBuilder(),Creates a new ChargeRequest.Builder copied from this transaction.,ChargeRequest.Builder
com.squareup.sdk.pos.ChargeRequest,"Represents the details of a transaction to initiate with the Point of Sale API. After building a ChargeRequest instance with Builder#Builder(int, CurrencyCode), pass it to the PosClient.createChargeIntent(ChargeRequest) method to initiate the transaction.","newBuilder(int totalAmount,          CurrencyCode currencyCode)","Creates a new ChargeRequest.Builder copied from this transaction, with a different amount.",ChargeRequest.Builder
