com.amazon.device.iap.model.Product,"Represents an in-app product, such as consumable content, entitlement content,
 or subscription content. Retrieve product data by using
 PurchasingService.getProductData(java.util.Set)
 .",getPrice(),Returns the price of the product.,java.lang.String
com.amazon.device.iap.model.Product,"Represents an in-app product, such as consumable content, entitlement content,
 or subscription content. Retrieve product data by using
 PurchasingService.getProductData(java.util.Set)
 .",getProductType(),Returns the type of product.,ProductType
com.amazon.device.iap.model.Product,"Represents an in-app product, such as consumable content, entitlement content,
 or subscription content. Retrieve product data by using
 PurchasingService.getProductData(java.util.Set)
 .",getSku(),Returns the stock-keeping unit (SKU) of the product.,java.lang.String
com.amazon.device.iap.model.Product,"Represents an in-app product, such as consumable content, entitlement content,
 or subscription content. Retrieve product data by using
 PurchasingService.getProductData(java.util.Set)
 .",getSmallIconUrl(),Returns the url of the small icon.,java.lang.String
com.amazon.device.iap.model.Product,"Represents an in-app product, such as consumable content, entitlement content,
 or subscription content. Retrieve product data by using
 PurchasingService.getProductData(java.util.Set)
 .",getTitle(),Returns the localized title of the product.,java.lang.String
com.amazon.device.iap.model.Product,"Represents an in-app product, such as consumable content, entitlement content,
 or subscription content. Retrieve product data by using
 PurchasingService.getProductData(java.util.Set)
 .",toJSON(),"Returns a JSON object containing the information for an instance of
 Product.",org.json.JSONObject
com.amazon.device.iap.model.Product,"Represents an in-app product, such as consumable content, entitlement content,
 or subscription content. Retrieve product data by using
 PurchasingService.getProductData(java.util.Set)
 .",toString(),"Utility method to return a String object that contains the information
 for a Product instance.",java.lang.String
com.amazon.device.iap.model.Product,"Represents an in-app product, such as consumable content, entitlement content,
 or subscription content. Retrieve product data by using
 PurchasingService.getProductData(java.util.Set)
 .","writeToParcel(android.os.Parcel out,
             int flags)",N/A,void
com.amazon.device.iap.model.UserDataResponse,Represents the result of a call to PurchasingService.getUserData().,getRequestId(),"Provides access to the request ID originally returned by
 PurchasingService.getUserData().",RequestId
com.amazon.device.iap.model.UserDataResponse,Represents the result of a call to PurchasingService.getUserData().,getRequestStatus(),Indicates the status of the getUserData call.,UserDataResponse.RequestStatus
com.amazon.device.iap.model.UserDataResponse,Represents the result of a call to PurchasingService.getUserData().,getUserData(),"Returns the user ID and marketplace
 information of the user associated with the purchase.",UserData
com.amazon.device.iap.model.UserDataResponse,Represents the result of a call to PurchasingService.getUserData().,toJSON(),"Utility method to return a JSON object containing the information for a
 UserDataResponse instance.",org.json.JSONObject
com.amazon.device.iap.model.UserDataResponse,Represents the result of a call to PurchasingService.getUserData().,toString(),"Utility method to return a String object that contains the information
 for a UserDataResponse instance.",java.lang.String
com.amazon.device.iap.model.PurchaseUpdatesResponse.RequestStatus,"Represents the status of a purchase updates request initiated via
 PurchasingService.getPurchaseUpdates(boolean).",valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static PurchaseUpdatesResponse.RequestStatus
com.amazon.device.iap.model.PurchaseUpdatesResponse.RequestStatus,"Represents the status of a purchase updates request initiated via
 PurchasingService.getPurchaseUpdates(boolean).",values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static PurchaseUpdatesResponse.RequestStatus[]
com.amazon.device.iap.model.ProductDataResponse,Represents the result of a call to PurchasingService.getProductData(java.util.Set).,getProductData(),"Returns product data, keyed by SKU.","java.util.Map<java.lang.String,Product>"
com.amazon.device.iap.model.ProductDataResponse,Represents the result of a call to PurchasingService.getProductData(java.util.Set).,getRequestId(),"Returns the request identifier originally returned by
 PurchasingService.getProductData(Set).",RequestId
com.amazon.device.iap.model.ProductDataResponse,Represents the result of a call to PurchasingService.getProductData(java.util.Set).,getRequestStatus(),Returns the status of the product data request.,ProductDataResponse.RequestStatus
com.amazon.device.iap.model.ProductDataResponse,Represents the result of a call to PurchasingService.getProductData(java.util.Set).,getUnavailableSkus(),"Returns the set of SKUs provided in the original request to
 PurchasingService.getProductData(Set) for which product data is
 not available.",java.util.Set<java.lang.String>
com.amazon.device.iap.model.ProductDataResponse,Represents the result of a call to PurchasingService.getProductData(java.util.Set).,toJSON(),"Utility method to return a JSON object containing the information for a
 ProductDataResponse instance.",org.json.JSONObject
com.amazon.device.iap.model.ProductDataResponse,Represents the result of a call to PurchasingService.getProductData(java.util.Set).,toString(),"Utility method to return a String object that contains the information
 for a ProductDataResponse instance.",java.lang.String
com.amazon.device.iap.model.CoinsReward,Contains data about Amazon Coins that may be rewarded to customers after they purchase the associated Product.,from(int amount),N/A,protected static CoinsReward
com.amazon.device.iap.model.CoinsReward,Contains data about Amazon Coins that may be rewarded to customers after they purchase the associated Product.,getAmount(),Provides the number of Amazon Coins that a customer may be rewarded after purchasing the associated Product.,int
com.amazon.device.iap.model.package-frame,N/A,N/A,N/A,N/A
com.amazon.device.iap.model.ProductType,"Represents the type of product. Can be consumable content, entitlement
 content, or subscription content.",valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static ProductType
com.amazon.device.iap.model.ProductType,"Represents the type of product. Can be consumable content, entitlement
 content, or subscription content.",values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static ProductType[]
com.amazon.device.iap.model.package-summary,Provides classes for the data model that supports the Amazon Appstore In-App Purchasing API.,N/A,N/A,N/A
com.amazon.device.iap.model.UserData,"Represents the user information of the customer that is used for in-app
 purchases.",describeContents(),N/A,int
com.amazon.device.iap.model.UserData,"Represents the user information of the customer that is used for in-app
 purchases.",getMarketplace(),Returns the two character Alpha-2 code of ISO_3166-1 denoting the marketplace of the user.,java.lang.String
com.amazon.device.iap.model.UserData,"Represents the user information of the customer that is used for in-app
 purchases.",getUserId(),Returns the user ID.,java.lang.String
com.amazon.device.iap.model.UserData,"Represents the user information of the customer that is used for in-app
 purchases.",toJSON(),"Utility method to return a JSON object containing the information for a
 UserData instance.",org.json.JSONObject
com.amazon.device.iap.model.UserData,"Represents the user information of the customer that is used for in-app
 purchases.",toString(),"Utility method to return a String object that contains the information
 for a UserData instance.",java.lang.String
com.amazon.device.iap.model.UserData,"Represents the user information of the customer that is used for in-app
 purchases.","writeToParcel(android.os.Parcel out,
             int flags)",N/A,void
com.amazon.device.iap.model.ProductDataResponse.RequestStatus,"Represents the status of a product data request initiated by
 PurchasingService.getProductData(java.util.Set).",valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static ProductDataResponse.RequestStatus
com.amazon.device.iap.model.ProductDataResponse.RequestStatus,"Represents the status of a product data request initiated by
 PurchasingService.getProductData(java.util.Set).",values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static ProductDataResponse.RequestStatus[]
com.amazon.device.iap.model.FulfillmentResult,"Represents the fulfillment result for an in-app purchase. Used
 in a call to
 PurchasingService.notifyFulfillment(String, FulfillmentResult).",valueOf(java.lang.String name),Returns the enum constant of this type with the specified name.,static FulfillmentResult
com.amazon.device.iap.model.FulfillmentResult,"Represents the fulfillment result for an in-app purchase. Used
 in a call to
 PurchasingService.notifyFulfillment(String, FulfillmentResult).",values(),"Returns an array containing the constants of this enum type, in
the order they are declared.",static FulfillmentResult[]
com.amazon.device.iap.model.package-tree,N/A,N/A,N/A,N/A
com.amazon.device.iap.model.PurchaseUpdatesResponse,"Represents the result of a call to
 PurchasingService.getPurchaseUpdates(boolean).
 .",getReceipts(),"Returns receipts, or an empty list if
 getRequestStatus() is not
 PurchaseUpdatesResponse.RequestStatus.SUCCESSFUL, or there are no
 receipts.",java.util.List<Receipt>
com.amazon.device.iap.model.PurchaseUpdatesResponse,"Represents the result of a call to
 PurchasingService.getPurchaseUpdates(boolean).
 .",getRequestId(),"Returns the request ID originally returned by
 PurchasingService.getPurchaseUpdates(boolean).",RequestId
com.amazon.device.iap.model.PurchaseUpdatesResponse,"Represents the result of a call to
 PurchasingService.getPurchaseUpdates(boolean).
 .",getRequestStatus(),Returns the status of the request.,PurchaseUpdatesResponse.RequestStatus
com.amazon.device.iap.model.PurchaseUpdatesResponse,"Represents the result of a call to
 PurchasingService.getPurchaseUpdates(boolean).
 .",getUserData(),"Returns the user ID and marketplace
 information of the user associated with the purchase.",UserData
com.amazon.device.iap.model.PurchaseUpdatesResponse,"Represents the result of a call to
 PurchasingService.getPurchaseUpdates(boolean).
 .",hasMore(),Returns true if more results are available.,boolean
com.amazon.device.iap.model.PurchaseUpdatesResponse,"Represents the result of a call to
 PurchasingService.getPurchaseUpdates(boolean).
 .",toJSON(),"Utility method to return a JSON object containing the information for a
 PurchaseUpdatesResponse instance.",org.json.JSONObject
com.amazon.device.iap.model.PurchaseUpdatesResponse,"Represents the result of a call to
 PurchasingService.getPurchaseUpdates(boolean).
 .",toString(),"Utility method to return a String object that contains the information
 for a PurchaseUpdatesResponse instance.",java.lang.String
com.amazon.device.iap.model.PurchaseResponse,Represents the result of a call to PurchasingService.purchase(String).,getReceipt(),"Returns a Receipt if getRequestStatus()
 is PurchaseResponse.RequestStatus.SUCCESSFUL, otherwise null.",Receipt
com.amazon.device.iap.model.PurchaseResponse,Represents the result of a call to PurchasingService.purchase(String).,getRequestId(),"Returns the request ID originally returned by
 PurchasingService.purchase(String).",RequestId
com.amazon.device.iap.model.PurchaseResponse,Represents the result of a call to PurchasingService.purchase(String).,getRequestStatus(),Returns the status of the purchase request.,PurchaseResponse.RequestStatus
com.amazon.device.iap.model.PurchaseResponse,Represents the result of a call to PurchasingService.purchase(String).,getUserData(),"Returns the user ID and marketplace
 information of the user associated with the purchase.",UserData
com.amazon.device.iap.model.PurchaseResponse,Represents the result of a call to PurchasingService.purchase(String).,toJSON(),"Utility method to return a JSON object containing the information for a
 PurchaseResponse instance.",org.json.JSONObject
com.amazon.device.iap.model.PurchaseResponse,Represents the result of a call to PurchasingService.purchase(String).,toString(),"Utility method to return a String object that contains the information
 for a PurchaseResponse instance.",java.lang.String
class_name,class_description,method,method_description,data_type
constant-values,N/A,N/A,N/A,N/A
overview-tree,N/A,N/A,N/A,N/A
index,N/A,N/A,N/A,N/A
overview-frame,N/A,N/A,N/A,N/A
allclasses-noframe,N/A,N/A,N/A,N/A
index-all,Contains data about Amazon Coins that may be rewarded to customers after they purchase the associated Product.,N/A,N/A,N/A
deprecated-list,N/A,N/A,N/A,N/A
overview-summary,Provides classes and an interface that are required to use the In-App Purchasing API with the Amazon Appstore.,N/A,N/A,N/A
help-doc,N/A,N/A,N/A,N/A
allclasses-frame,N/A,N/A,N/A,N/A
com.amazon.device.iap.PurchasingService,"Presents the primary API for interacting with the Amazon Appstore purchasing framework. First register a
 PurchasingListener instance via
 registerListener(Context, PurchasingListener) before using any other API.",getProductData(java.util.Set<java.lang.String> skus),"Initiates a request to retrieve item data of up to one-hundred
 SKUs.",static RequestId
com.amazon.device.iap.PurchasingService,"Presents the primary API for interacting with the Amazon Appstore purchasing framework. First register a
 PurchasingListener instance via
 registerListener(Context, PurchasingListener) before using any other API.",getPurchaseUpdates(boolean reset),"Initiates a request to retrieve updates about items the customer has
 purchased and/or canceled.",static RequestId
com.amazon.device.iap.PurchasingService,"Presents the primary API for interacting with the Amazon Appstore purchasing framework. First register a
 PurchasingListener instance via
 registerListener(Context, PurchasingListener) before using any other API.",getUserData(),Initiates a request to retrieve the user ID of the currently logged-in user.,static RequestId
com.amazon.device.iap.PurchasingService,"Presents the primary API for interacting with the Amazon Appstore purchasing framework. First register a
 PurchasingListener instance via
 registerListener(Context, PurchasingListener) before using any other API.","notifyFulfillment(java.lang.String receiptId,
                 FulfillmentResult fulfillmentResult)",Notifies Amazon about the purchase fulfillment.,static void
com.amazon.device.iap.PurchasingService,"Presents the primary API for interacting with the Amazon Appstore purchasing framework. First register a
 PurchasingListener instance via
 registerListener(Context, PurchasingListener) before using any other API.",purchase(java.lang.String sku),Initiates a purchase-flow for a product.,static RequestId
com.amazon.device.iap.PurchasingService,"Presents the primary API for interacting with the Amazon Appstore purchasing framework. First register a
 PurchasingListener instance via
 registerListener(Context, PurchasingListener) before using any other API.","registerListener(android.content.Context appContext,
                PurchasingListener listener)","Before invoking operations in this class, register a
 PurchasingListener and its Context.",static void
com.amazon.device.iap.PurchasingListener,"
 Clients must implement the PurchasingListener and register an
 instance of their implementation with
 PurchasingService.registerListener(android.content.Context, PurchasingListener)
 before using other APIs in the PurchasingService.
 

 Your registered implementation of PurchasingListener 
 asynchronously receives callbacks when operations you initiate via methods in
 the PurchasingService have completed.
 

 For example, if you initiate a purchase with
 PurchasingService.purchase(String), you will eventually receive a
 notification that the PurchaseResponse is available by your
 implemented onPurchaseResponse(PurchaseResponse)
 method.
 

 Keep in mind that your UI thread invokes these callbacks. Execute
 time-intensive tasks on another thread.
 ",onProductDataResponse(ProductDataResponse productDataResponse),"
 This callback method is invoked when an ProductDataResponse is
 available for a request initiated by
 PurchasingService.getProductData(java.util.Set).",void
com.amazon.device.iap.PurchasingListener,"
 Clients must implement the PurchasingListener and register an
 instance of their implementation with
 PurchasingService.registerListener(android.content.Context, PurchasingListener)
 before using other APIs in the PurchasingService.
 

 Your registered implementation of PurchasingListener 
 asynchronously receives callbacks when operations you initiate via methods in
 the PurchasingService have completed.
 

 For example, if you initiate a purchase with
 PurchasingService.purchase(String), you will eventually receive a
 notification that the PurchaseResponse is available by your
 implemented onPurchaseResponse(PurchaseResponse)
 method.
 

 Keep in mind that your UI thread invokes these callbacks. Execute
 time-intensive tasks on another thread.
 ",onPurchaseResponse(PurchaseResponse purchaseResponse),"
 This callback method is invoked when a PurchaseResponse is
 available for a purchase initiated by
 PurchasingService.purchase(String).",void
com.amazon.device.iap.PurchasingListener,"
 Clients must implement the PurchasingListener and register an
 instance of their implementation with
 PurchasingService.registerListener(android.content.Context, PurchasingListener)
 before using other APIs in the PurchasingService.
 

 Your registered implementation of PurchasingListener 
 asynchronously receives callbacks when operations you initiate via methods in
 the PurchasingService have completed.
 

 For example, if you initiate a purchase with
 PurchasingService.purchase(String), you will eventually receive a
 notification that the PurchaseResponse is available by your
 implemented onPurchaseResponse(PurchaseResponse)
 method.
 

 Keep in mind that your UI thread invokes these callbacks. Execute
 time-intensive tasks on another thread.
 ",onPurchaseUpdatesResponse(PurchaseUpdatesResponse purchaseUpdatesResponse),"
 This callback method is invoked when a PurchaseUpdatesResponse is
 available for a request initiated by
 PurchasingService.getPurchaseUpdates(boolean).",void
com.amazon.device.iap.PurchasingListener,"
 Clients must implement the PurchasingListener and register an
 instance of their implementation with
 PurchasingService.registerListener(android.content.Context, PurchasingListener)
 before using other APIs in the PurchasingService.
 

 Your registered implementation of PurchasingListener 
 asynchronously receives callbacks when operations you initiate via methods in
 the PurchasingService have completed.
 

 For example, if you initiate a purchase with
 PurchasingService.purchase(String), you will eventually receive a
 notification that the PurchaseResponse is available by your
 implemented onPurchaseResponse(PurchaseResponse)
 method.
 

 Keep in mind that your UI thread invokes these callbacks. Execute
 time-intensive tasks on another thread.
 ",onUserDataResponse(UserDataResponse userDataResponse),"
 This callback method is invoked when a UserDataResponse is
 available for a request initiated by
 PurchasingService.getUserData().",void
com.amazon.device.iap.package-frame,N/A,N/A,N/A,N/A
com.amazon.device.iap.package-summary,Provides classes and an interface that are required to use the In-App Purchasing API with the Amazon Appstore.,N/A,N/A,N/A
com.amazon.device.iap.ResponseReceiver,"
 You must register this class as a broadcast receiver in your
 AndroidManifest.xml in order to receive broadcast intents from the Amazon
 Appstore for Android. 
 You must add the following entry in your AndroidManifest.xml file:
 


 <!-- Include these lines in your AndroidManifest.xml -->
 <receiver android:name=""com.amazon.device.iap.ResponseReceiver"" >
     <intent-filter>
         <action
             android:name=""com.amazon.inapp.purchasing.NOTIFY""
             android:permission=""com.amazon.inapp.purchasing.Permission.NOTIFY"" />
     </intent-filter>
 </receiver>
 

 
 
","onReceive(android.content.Context context,
         android.content.Intent intent)",Handles broadcast intents from Amazon Appstore.,void
com.amazon.device.iap.package-tree,N/A,N/A,N/A,N/A
com.amazon.device.iap.model.Receipt,"Represents the purchase of consumable content, entitlement content or
 subscription content, as well as the renewal of a subscription.",equals(java.lang.Object obj),Compares this Receipt to the specified object.,boolean
com.amazon.device.iap.model.Receipt,"Represents the purchase of consumable content, entitlement content or
 subscription content, as well as the renewal of a subscription.",getCancelDate(),"Returns the cancel date for the purchase, or null if it is not canceled.",java.util.Date
com.amazon.device.iap.model.Receipt,"Represents the purchase of consumable content, entitlement content or
 subscription content, as well as the renewal of a subscription.",getProductType(),Returns the type of product.,ProductType
com.amazon.device.iap.model.Receipt,"Represents the purchase of consumable content, entitlement content or
 subscription content, as well as the renewal of a subscription.",getPurchaseDate(),Returns the purchase date for the purchase.,java.util.Date
com.amazon.device.iap.model.Receipt,"Represents the purchase of consumable content, entitlement content or
 subscription content, as well as the renewal of a subscription.",getReceiptId(),Returns a receipt ID which is a unique identifier of a purchase.,java.lang.String
com.amazon.device.iap.model.Receipt,"Represents the purchase of consumable content, entitlement content or
 subscription content, as well as the renewal of a subscription.",getSku(),Returns the SKU of the purchase.,java.lang.String
com.amazon.device.iap.model.Receipt,"Represents the purchase of consumable content, entitlement content or
 subscription content, as well as the renewal of a subscription.",hashCode(),Returns a hash code for this Receipt.,int
com.amazon.device.iap.model.Receipt,"Represents the purchase of consumable content, entitlement content or
 subscription content, as well as the renewal of a subscription.",isCanceled(),Checks cancellation or expiration of the receipt.,boolean
com.amazon.device.iap.model.Receipt,"Represents the purchase of consumable content, entitlement content or
 subscription content, as well as the renewal of a subscription.",toJSON(),"Utility method to return a JSON object containing the information for a
 Receipt instance.",org.json.JSONObject
